Region,Municipality,Year,Total
51032,Granisle,2007,    359
51032,Granisle,2008,    340
51032,Granisle,2009,    341
51032,Granisle,2010,    315
51032,Granisle,2011,    315
51032,Granisle,2012,    286
51032,Granisle,2013,    285
51032,Granisle,2014,    294
51032,Granisle,2015,    296
51032,Granisle,2016,    306
51032,Granisle,2017,    308
51032,Granisle,2018,    306
51032,Granisle,2019,    301
51032,Granisle,2020,    309
51032,Granisle,2021,    302
51032,Granisle,2022,    307
51034,Houston,2005,"  3,322"
51034,Houston,2006,"  3,278"
51034,Houston,2007,"  3,254"
51034,Houston,2008,"  3,296"
51034,Houston,2009,"  3,249"
51034,Houston,2010,"  3,276"
51034,Houston,2011,"  3,197"
51034,Houston,2012,"  3,197"
51034,Houston,2013,"  3,180"
51034,Houston,2014,"  3,245"
51034,Houston,2015,"  3,125"
51034,Houston,2016,"  3,106"
51034,Houston,2017,"  3,104"
51034,Houston,2018,"  3,126"
51034,Houston,2019,"  3,143"
51034,Houston,2020,"  3,178"
51034,Houston,2021,"  3,186"
51034,Houston,2022,"  3,187"
51038,Telkwa,2005,"  1,359"
51038,Telkwa,2006,"  1,326"
51038,Telkwa,2007,"  1,327"
51038,Telkwa,2008,"  1,327"
51038,Telkwa,2009,"  1,350"
51038,Telkwa,2010,"  1,330"
51038,Telkwa,2011,"  1,390"
51038,Telkwa,2012,"  1,383"
51038,Telkwa,2013,"  1,384"
51038,Telkwa,2014,"  1,347"
51038,Telkwa,2015,"  1,369"
51038,Telkwa,2016,"  1,393"
51038,Telkwa,2017,"  1,390"
51038,Telkwa,2018,"  1,412"
51038,Telkwa,2019,"  1,394"
51038,Telkwa,2020,"  1,420"
51038,Telkwa,2021,"  1,411"
51038,Telkwa,2022,"  1,459"
51043,Smithers,2005,"  5,414"
51043,Smithers,2006,"  5,366"
51043,Smithers,2007,"  5,420"
51043,Smithers,2008,"  5,450"
51043,Smithers,2009,"  5,475"
51043,Smithers,2010,"  5,495"
51043,Smithers,2011,"  5,509"
51043,Smithers,2012,"  5,553"
51043,Smithers,2013,"  5,557"
51043,Smithers,2014,"  5,573"
51043,Smithers,2015,"  5,587"
51043,Smithers,2016,"  5,629"
51043,Smithers,2017,"  5,596"
51043,Smithers,2018,"  5,629"
51043,Smithers,2019,"  5,675"
51043,Smithers,2020,"  5,680"
51043,Smithers,2021,"  5,694"
51043,Smithers,2022,"  5,717"
51999,Unincorporated Areas - Bulkley-Nechako,2005," 20,376"
51999,Unincorporated Areas - Bulkley-Nechako,2006," 20,140"
51999,Unincorporated Areas - Bulkley-Nechako,2007," 20,161"
51999,Unincorporated Areas - Bulkley-Nechako,2008," 20,075"
51999,Unincorporated Areas - Bulkley-Nechako,2009," 19,968"
51999,Unincorporated Areas - Bulkley-Nechako,2010," 20,090"
51999,Unincorporated Areas - Bulkley-Nechako,2011," 19,967"
51999,Unincorporated Areas - Bulkley-Nechako,2012," 19,880"
51999,Unincorporated Areas - Bulkley-Nechako,2013," 19,845"
51999,Unincorporated Areas - Bulkley-Nechako,2014," 19,818"
51999,Unincorporated Areas - Bulkley-Nechako,2015," 19,721"
51999,Unincorporated Areas - Bulkley-Nechako,2016," 19,873"
51999,Unincorporated Areas - Bulkley-Nechako,2017," 19,846"
51999,Unincorporated Areas - Bulkley-Nechako,2018," 19,788"
51999,Unincorporated Areas - Bulkley-Nechako,2019," 19,795"
51999,Unincorporated Areas - Bulkley-Nechako,2020," 19,705"
51999,Unincorporated Areas - Bulkley-Nechako,2021," 20,033"
51999,Unincorporated Areas - Bulkley-Nechako,2022," 20,191"
53007,Valemount,2005,"  1,085"
53007,Valemount,2006,"  1,048"
53007,Valemount,2007,"  1,051"
53007,Valemount,2008,"  1,050"
53007,Valemount,2009,"  1,028"
53007,Valemount,2010,"  1,037"
53007,Valemount,2011,"  1,032"
53007,Valemount,2012,"  1,054"
53007,Valemount,2013,"  1,044"
53007,Valemount,2014,"  1,050"
53007,Valemount,2015,"  1,058"
53007,Valemount,2016,"  1,059"
53007,Valemount,2017,"  1,069"
53007,Valemount,2018,"  1,109"
53007,Valemount,2019,"  1,025"
53007,Valemount,2020,"  1,074"
53007,Valemount,2021,"  1,072"
53007,Valemount,2022,"  1,022"
53012,McBride,2005,    680
53012,McBride,2006,    667
53012,McBride,2007,    667
53012,McBride,2008,    656
53012,McBride,2009,    631
53012,McBride,2010,    596
53012,McBride,2011,    594
53012,McBride,2012,    598
53012,McBride,2013,    616
53012,McBride,2014,    626
53012,McBride,2015,    621
53012,McBride,2016,    634
53012,McBride,2017,    651
53012,McBride,2018,    652
53012,McBride,2019,    666
53012,McBride,2020,    664
53012,McBride,2021,    682
53012,McBride,2022,    661
53023,Prince George,2005," 72,900"
53023,Prince George,2006," 73,329"
53023,Prince George,2007," 73,718"
53023,Prince George,2008," 73,887"
53023,Prince George,2009," 73,836"
53023,Prince George,2010," 73,703"
53023,Prince George,2011," 73,761"
53023,Prince George,2012," 74,259"
53023,Prince George,2013," 75,224"
53023,Prince George,2014," 75,825"
53023,Prince George,2015," 76,494"
53023,Prince George,2016," 77,489"
53023,Prince George,2017," 78,652"
53023,Prince George,2018," 80,039"
53023,Prince George,2019," 81,224"
53023,Prince George,2020," 82,125"
53023,Prince George,2021," 82,000"
53023,Prince George,2022," 82,127"
53033,Mackenzie,2005,"  4,768"
53033,Mackenzie,2006,"  4,688"
53033,Mackenzie,2007,"  4,654"
53033,Mackenzie,2008,"  4,315"
53033,Mackenzie,2009,"  3,566"
53033,Mackenzie,2010,"  3,438"
53033,Mackenzie,2011,"  3,588"
53033,Mackenzie,2012,"  3,600"
53033,Mackenzie,2013,"  3,708"
53033,Mackenzie,2014,"  3,762"
53033,Mackenzie,2015,"  3,827"
53033,Mackenzie,2016,"  3,896"
53033,Mackenzie,2017,"  3,851"
53033,Mackenzie,2018,"  3,954"
53033,Mackenzie,2019,"  4,004"
53033,Mackenzie,2020,"  3,864"
53033,Mackenzie,2021,"  3,604"
53033,Mackenzie,2022,"  3,593"
53999,Unincorporated Areas - Fraser-Fort George,2005," 15,487"
53999,Unincorporated Areas - Fraser-Fort George,2006," 15,462"
53999,Unincorporated Areas - Fraser-Fort George,2007," 15,624"
53999,Unincorporated Areas - Fraser-Fort George,2008," 15,504"
53999,Unincorporated Areas - Fraser-Fort George,2009," 15,202"
53999,Unincorporated Areas - Fraser-Fort George,2010," 15,169"
53999,Unincorporated Areas - Fraser-Fort George,2011," 15,047"
53999,Unincorporated Areas - Fraser-Fort George,2012," 15,052"
53999,Unincorporated Areas - Fraser-Fort George,2013," 15,094"
53999,Unincorporated Areas - Fraser-Fort George,2014," 15,191"
53999,Unincorporated Areas - Fraser-Fort George,2015," 15,474"
53999,Unincorporated Areas - Fraser-Fort George,2016," 15,784"
53999,Unincorporated Areas - Fraser-Fort George,2017," 15,980"
53999,Unincorporated Areas - Fraser-Fort George,2018," 16,203"
53999,Unincorporated Areas - Fraser-Fort George,2019," 16,212"
53999,Unincorporated Areas - Fraser-Fort George,2020," 16,309"
53999,Unincorporated Areas - Fraser-Fort George,2021," 16,396"
53999,Unincorporated Areas - Fraser-Fort George,2022," 16,458"
55003,Tumbler Ridge,2005,"  2,400"
55003,Tumbler Ridge,2006,"  2,519"
55003,Tumbler Ridge,2007,"  2,592"
55003,Tumbler Ridge,2008,"  2,637"
55003,Tumbler Ridge,2009,"  2,677"
55003,Tumbler Ridge,2010,"  2,712"
55003,Tumbler Ridge,2011,"  2,762"
55003,Tumbler Ridge,2012,"  2,590"
55003,Tumbler Ridge,2013,"  2,512"
55003,Tumbler Ridge,2014,"  2,385"
55003,Tumbler Ridge,2015,"  2,226"
55003,Tumbler Ridge,2016,"  2,059"
55003,Tumbler Ridge,2017,"  2,070"
55003,Tumbler Ridge,2018,"  2,182"
55003,Tumbler Ridge,2019,"  2,264"
55003,Tumbler Ridge,2020,"  2,176"
55003,Tumbler Ridge,2021,"  2,245"
55003,Tumbler Ridge,2022,"  2,248"
55005,Pouce Coupe,2005,    766
55005,Pouce Coupe,2006,    752
55005,Pouce Coupe,2007,    756
55005,Pouce Coupe,2008,    754
55005,Pouce Coupe,2009,    754
55005,Pouce Coupe,2010,    735
55005,Pouce Coupe,2011,    754
55005,Pouce Coupe,2012,    770
55005,Pouce Coupe,2013,    797
55005,Pouce Coupe,2014,    813
55005,Pouce Coupe,2015,    821
55005,Pouce Coupe,2016,    823
55005,Pouce Coupe,2017,    837
55005,Pouce Coupe,2018,    835
55005,Pouce Coupe,2019,    828
55005,Pouce Coupe,2020,    828
55005,Pouce Coupe,2021,    818
55005,Pouce Coupe,2022,    836
55010,Chetwynd,2005,"  2,702"
55010,Chetwynd,2006,"  2,728"
55010,Chetwynd,2007,"  2,754"
55010,Chetwynd,2008,"  2,743"
55010,Chetwynd,2009,"  2,736"
55010,Chetwynd,2010,"  2,729"
55010,Chetwynd,2011,"  2,697"
55010,Chetwynd,2012,"  2,717"
55010,Chetwynd,2013,"  2,734"
55010,Chetwynd,2014,"  2,703"
55010,Chetwynd,2015,"  2,667"
55010,Chetwynd,2016,"  2,626"
55010,Chetwynd,2017,"  2,634"
55010,Chetwynd,2018,"  2,653"
55010,Chetwynd,2019,"  2,651"
55010,Chetwynd,2020,"  2,660"
55010,Chetwynd,2021,"  2,656"
55010,Chetwynd,2022,"  2,629"
55014,Dawson Creek,2005," 11,254"
55014,Dawson Creek,2006," 11,385"
55014,Dawson Creek,2007," 11,578"
55014,Dawson Creek,2008," 11,704"
55014,Dawson Creek,2009," 11,664"
55014,Dawson Creek,2010," 11,805"
55014,Dawson Creek,2011," 11,902"
55014,Dawson Creek,2012," 11,992"
55014,Dawson Creek,2013," 12,127"
55014,Dawson Creek,2014," 12,390"
55014,Dawson Creek,2015," 12,545"
55014,Dawson Creek,2016," 12,794"
55014,Dawson Creek,2017," 12,929"
55014,Dawson Creek,2018," 12,944"
55014,Dawson Creek,2019," 13,055"
55014,Dawson Creek,2020," 13,159"
55014,Dawson Creek,2021," 12,999"
55014,Dawson Creek,2022," 13,220"
55025,Hudson's Hope,2005,"  1,049"
55025,Hudson's Hope,2006,"  1,036"
55025,Hudson's Hope,2007,"  1,038"
55025,Hudson's Hope,2008,"  1,009"
55025,Hudson's Hope,2009,"  1,004"
55025,Hudson's Hope,2010,    939
55025,Hudson's Hope,2011,    995
55025,Hudson's Hope,2012,    982
55025,Hudson's Hope,2013,"  1,014"
55025,Hudson's Hope,2014,"  1,059"
55025,Hudson's Hope,2015,"  1,038"
55025,Hudson's Hope,2016,"  1,043"
55025,Hudson's Hope,2017,"  1,049"
55025,Hudson's Hope,2018,"  1,062"
55025,Hudson's Hope,2019,"  1,055"
55025,Hudson's Hope,2020,"  1,058"
55025,Hudson's Hope,2021,"  1,062"
55025,Hudson's Hope,2022,"  1,056"
55030,Taylor,2005,"  1,347"
55030,Taylor,2006,"  1,451"
55030,Taylor,2007,"  1,442"
55030,Taylor,2008,"  1,415"
55030,Taylor,2009,"  1,430"
55030,Taylor,2010,"  1,471"
55030,Taylor,2011,"  1,411"
55030,Taylor,2012,"  1,465"
55030,Taylor,2013,"  1,489"
55030,Taylor,2014,"  1,520"
55030,Taylor,2015,"  1,525"
55030,Taylor,2016,"  1,541"
55030,Taylor,2017,"  1,545"
55030,Taylor,2018,"  1,549"
55030,Taylor,2019,"  1,556"
55030,Taylor,2020,"  1,550"
55030,Taylor,2021,"  1,555"
55030,Taylor,2022,"  1,551"
55034,Fort St. John,2005," 17,756"
55034,Fort St. John,2006," 18,217"
55034,Fort St. John,2007," 18,497"
55034,Fort St. John,2008," 18,704"
55034,Fort St. John,2009," 19,061"
55034,Fort St. John,2010," 19,009"
55034,Fort St. John,2011," 19,306"
55034,Fort St. John,2012," 20,084"
55034,Fort St. John,2013," 20,534"
55034,Fort St. John,2014," 21,044"
55034,Fort St. John,2015," 21,352"
55034,Fort St. John,2016," 21,253"
55034,Fort St. John,2017," 21,332"
55034,Fort St. John,2018," 21,776"
55034,Fort St. John,2019," 22,010"
55034,Fort St. John,2020," 22,129"
55034,Fort St. John,2021," 22,191"
55034,Fort St. John,2022," 22,269"
55999,Unincorporated Areas - Peace River,2005," 22,007"
55999,Unincorporated Areas - Peace River,2006," 22,283"
55999,Unincorporated Areas - Peace River,2007," 22,456"
55999,Unincorporated Areas - Peace River,2008," 22,264"
55999,Unincorporated Areas - Peace River,2009," 22,131"
55999,Unincorporated Areas - Peace River,2010," 21,885"
55999,Unincorporated Areas - Peace River,2011," 21,971"
55999,Unincorporated Areas - Peace River,2012," 22,518"
55999,Unincorporated Areas - Peace River,2013," 23,057"
55999,Unincorporated Areas - Peace River,2014," 23,508"
55999,Unincorporated Areas - Peace River,2015," 23,754"
55999,Unincorporated Areas - Peace River,2016," 23,811"
55999,Unincorporated Areas - Peace River,2017," 23,799"
55999,Unincorporated Areas - Peace River,2018," 23,746"
55999,Unincorporated Areas - Peace River,2019," 23,721"
55999,Unincorporated Areas - Peace River,2020," 23,575"
55999,Unincorporated Areas - Peace River,2021," 23,619"
55999,Unincorporated Areas - Peace River,2022," 23,463"
57999,Unincorporated Areas - Stikine,2005,    650
57999,Unincorporated Areas - Stikine,2006,    653
57999,Unincorporated Areas - Stikine,2007,    625
57999,Unincorporated Areas - Stikine,2008,    643
57999,Unincorporated Areas - Stikine,2009,    632
57999,Unincorporated Areas - Stikine,2010,    639
57999,Unincorporated Areas - Stikine,2011,    652
57999,Unincorporated Areas - Stikine,2012,    665
57999,Unincorporated Areas - Stikine,2013,    691
57999,Unincorporated Areas - Stikine,2014,    719
57999,Unincorporated Areas - Stikine,2015,    741
57999,Unincorporated Areas - Stikine,2016,    767
57999,Unincorporated Areas - Stikine,2017,    731
57999,Unincorporated Areas - Stikine,2018,    736
57999,Unincorporated Areas - Stikine,2019,    712
57999,Unincorporated Areas - Stikine,2020,    702
57999,Unincorporated Areas - Stikine,2021,    710
57999,Unincorporated Areas - Stikine,2022,    722
59007,Northern Rockies Regional Municipality,2005,"  5,942"
59007,Northern Rockies Regional Municipality,2006,"  5,921"
59007,Northern Rockies Regional Municipality,2007,"  5,729"
59007,Northern Rockies Regional Municipality,2008,"  5,484"
59007,Northern Rockies Regional Municipality,2009,"  5,446"
59007,Northern Rockies Regional Municipality,2010,"  5,485"
59007,Northern Rockies Regional Municipality,2011,"  5,464"
59007,Northern Rockies Regional Municipality,2012,"  5,670"
59007,Northern Rockies Regional Municipality,2013,"  5,500"
59007,Northern Rockies Regional Municipality,2014,"  5,404"
59007,Northern Rockies Regional Municipality,2015,"  5,175"
59007,Northern Rockies Regional Municipality,2016,"  5,055"
59007,Northern Rockies Regional Municipality,2017,"  4,783"
59007,Northern Rockies Regional Municipality,2018,"  4,570"
59007,Northern Rockies Regional Municipality,2019,"  4,473"
59007,Northern Rockies Regional Municipality,2020,"  4,402"
59007,Northern Rockies Regional Municipality,2021,"  4,433"
59007,Northern Rockies Regional Municipality,2022,"  4,362"
5999,Unincorporated Areas - Kootenay Boundary,2005," 10,500"
5999,Unincorporated Areas - Kootenay Boundary,2006," 10,452"
5999,Unincorporated Areas - Kootenay Boundary,2007," 10,458"
5999,Unincorporated Areas - Kootenay Boundary,2008," 10,362"
5999,Unincorporated Areas - Kootenay Boundary,2009," 10,269"
5999,Unincorporated Areas - Kootenay Boundary,2010," 10,116"
5999,Unincorporated Areas - Kootenay Boundary,2011,"  9,907"
5999,Unincorporated Areas - Kootenay Boundary,2012," 10,126"
5999,Unincorporated Areas - Kootenay Boundary,2013," 10,082"
5999,Unincorporated Areas - Kootenay Boundary,2014," 10,155"
5999,Unincorporated Areas - Kootenay Boundary,2015," 10,239"
5999,Unincorporated Areas - Kootenay Boundary,2016," 10,374"
5999,Unincorporated Areas - Kootenay Boundary,2017," 10,506"
5999,Unincorporated Areas - Kootenay Boundary,2018," 10,604"
5999,Unincorporated Areas - Kootenay Boundary,2019," 10,608"
5999,Unincorporated Areas - Kootenay Boundary,2020," 10,573"
5999,Unincorporated Areas - Kootenay Boundary,2021," 10,824"
5999,Unincorporated Areas - Kootenay Boundary,2022," 10,916"
59999,Unincorporated Areas - Northern Rockies,2005,    476
59999,Unincorporated Areas - Northern Rockies,2006,    462
59999,Unincorporated Areas - Northern Rockies,2007,    482
59999,Unincorporated Areas - Northern Rockies,2008,    510
59999,Unincorporated Areas - Northern Rockies,2009,    537
59999,Unincorporated Areas - Northern Rockies,2010,    574
59999,Unincorporated Areas - Northern Rockies,2011,    603
59999,Unincorporated Areas - Northern Rockies,2012,    641
59999,Unincorporated Areas - Northern Rockies,2013,    636
59999,Unincorporated Areas - Northern Rockies,2014,    612
59999,Unincorporated Areas - Northern Rockies,2015,    596
59999,Unincorporated Areas - Northern Rockies,2016,    586
59999,Unincorporated Areas - Northern Rockies,2017,    577
59999,Unincorporated Areas - Northern Rockies,2018,    586
59999,Unincorporated Areas - Northern Rockies,2019,    595
59999,Unincorporated Areas - Northern Rockies,2020,    562
59999,Unincorporated Areas - Northern Rockies,2021,    530
59999,Unincorporated Areas - Northern Rockies,2022,    528
7005,Osoyoos,2005,"  4,767"
7005,Osoyoos,2006,"  4,825"
7005,Osoyoos,2007,"  4,848"
7005,Osoyoos,2008,"  4,910"
7005,Osoyoos,2009,"  4,886"
7005,Osoyoos,2010,"  4,872"
7005,Osoyoos,2011,"  4,876"
7005,Osoyoos,2012,"  4,841"
7005,Osoyoos,2013,"  4,846"
7005,Osoyoos,2014,"  4,970"
7005,Osoyoos,2015,"  5,050"
7005,Osoyoos,2016,"  5,186"
7005,Osoyoos,2017,"  5,251"
7005,Osoyoos,2018,"  5,347"
7005,Osoyoos,2019,"  5,405"
7005,Osoyoos,2020,"  5,448"
7005,Osoyoos,2021,"  5,495"
7005,Osoyoos,2022,"  5,551"
7009,Keremeos,2005,"  1,296"
7009,Keremeos,2006,"  1,318"
7009,Keremeos,2007,"  1,330"
7009,Keremeos,2008,"  1,331"
7009,Keremeos,2009,"  1,324"
7009,Keremeos,2010,"  1,331"
7009,Keremeos,2011,"  1,336"
7009,Keremeos,2012,"  1,357"
7009,Keremeos,2013,"  1,380"
7009,Keremeos,2014,"  1,441"
7009,Keremeos,2015,"  1,478"
7009,Keremeos,2016,"  1,532"
7009,Keremeos,2017,"  1,562"
7009,Keremeos,2018,"  1,652"
7009,Keremeos,2019,"  1,682"
7009,Keremeos,2020,"  1,727"
7009,Keremeos,2021,"  1,803"
7009,Keremeos,2022,"  1,755"
7014,Oliver,2005,"  4,455"
7014,Oliver,2006,"  4,487"
7014,Oliver,2007,"  4,574"
7014,Oliver,2008,"  4,684"
7014,Oliver,2009,"  4,744"
7014,Oliver,2010,"  4,804"
7014,Oliver,2011,"  4,866"
7014,Oliver,2012,"  4,811"
7014,Oliver,2013,"  4,809"
7014,Oliver,2014,"  4,895"
7014,Oliver,2015,"  4,954"
7014,Oliver,2016,"  5,049"
7014,Oliver,2017,"  5,342"
7014,Oliver,2018,"  5,371"
7014,Oliver,2019,"  5,557"
7014,Oliver,2020,"  5,538"
7014,Oliver,2021,"  5,554"
7014,Oliver,2022,"  5,613"
7024,Princeton,2005,"  2,842"
7024,Princeton,2006,"  2,825"
7024,Princeton,2007,"  2,838"
7024,Princeton,2008,"  2,845"
7024,Princeton,2009,"  2,838"
7024,Princeton,2010,"  2,809"
7024,Princeton,2011,"  2,749"
7024,Princeton,2012,"  2,847"
7024,Princeton,2013,"  2,785"
7024,Princeton,2014,"  2,830"
7024,Princeton,2015,"  2,842"
7024,Princeton,2016,"  2,947"
7024,Princeton,2017,"  2,883"
7024,Princeton,2018,"  2,948"
7024,Princeton,2019,"  3,000"
7024,Princeton,2020,"  3,246"
7024,Princeton,2021,"  3,313"
7024,Princeton,2022,"  3,244"
7035,Summerland,2005," 11,106"
7035,Summerland,2006," 11,065"
7035,Summerland,2007," 11,281"
7035,Summerland,2008," 11,399"
7035,Summerland,2009," 11,483"
7035,Summerland,2010," 11,417"
7035,Summerland,2011," 11,381"
7035,Summerland,2012," 11,425"
7035,Summerland,2013," 11,505"
7035,Summerland,2014," 11,766"
7035,Summerland,2015," 11,983"
7035,Summerland,2016," 11,963"
7035,Summerland,2017," 12,207"
7035,Summerland,2018," 12,340"
7035,Summerland,2019," 12,478"
7035,Summerland,2020," 12,682"
7035,Summerland,2021," 12,924"
7035,Summerland,2022," 12,913"
7041,Penticton,2005," 32,814"
7041,Penticton,2006," 32,679"
7041,Penticton,2007," 32,820"
7041,Penticton,2008," 33,142"
7041,Penticton,2009," 33,069"
7041,Penticton,2010," 33,082"
7041,Penticton,2011," 33,406"
7041,Penticton,2012," 33,141"
7041,Penticton,2013," 33,345"
7041,Penticton,2014," 33,737"
7041,Penticton,2015," 34,307"
7041,Penticton,2016," 35,036"
7041,Penticton,2017," 35,359"
7041,Penticton,2018," 36,069"
7041,Penticton,2019," 36,382"
7041,Penticton,2020," 36,299"
7041,Penticton,2021," 36,345"
7041,Penticton,2022," 36,826"
7999,Unincorporated Areas - Okanagan-Similkameen,2005," 24,002"
7999,Unincorporated Areas - Okanagan-Similkameen,2006," 23,936"
7999,Unincorporated Areas - Okanagan-Similkameen,2007," 23,935"
7999,Unincorporated Areas - Okanagan-Similkameen,2008," 23,807"
7999,Unincorporated Areas - Okanagan-Similkameen,2009," 23,574"
7999,Unincorporated Areas - Okanagan-Similkameen,2010," 23,349"
7999,Unincorporated Areas - Okanagan-Similkameen,2011," 23,138"
7999,Unincorporated Areas - Okanagan-Similkameen,2012," 22,874"
7999,Unincorporated Areas - Okanagan-Similkameen,2013," 22,994"
7999,Unincorporated Areas - Okanagan-Similkameen,2014," 23,209"
7999,Unincorporated Areas - Okanagan-Similkameen,2015," 23,477"
7999,Unincorporated Areas - Okanagan-Similkameen,2016," 24,116"
7999,Unincorporated Areas - Okanagan-Similkameen,2017," 24,339"
7999,Unincorporated Areas - Okanagan-Similkameen,2018," 24,716"
7999,Unincorporated Areas - Okanagan-Similkameen,2019," 24,883"
7999,Unincorporated Areas - Okanagan-Similkameen,2020," 25,126"
7999,Unincorporated Areas - Okanagan-Similkameen,2021," 25,506"
7999,Unincorporated Areas - Okanagan-Similkameen,2022," 25,847"
9009,Hope,2005,"  6,314"
9009,Hope,2006,"  6,295"
9009,Hope,2007,"  6,218"
9009,Hope,2008,"  6,125"
9009,Hope,2009,"  6,105"
9009,Hope,2010,"  6,117"
9009,Hope,2011,"  6,045"
9009,Hope,2012,"  6,004"
9009,Hope,2013,"  6,058"
9009,Hope,2014,"  6,123"
9009,Hope,2015,"  6,279"
9009,Hope,2016,"  6,376"
9009,Hope,2017,"  6,389"
9009,Hope,2018,"  6,563"
9009,Hope,2019,"  6,752"
9009,Hope,2020,"  6,677"
9009,Hope,2021,"  6,835"
9009,Hope,2022,"  6,689"
9020,Chilliwack,2005," 69,993"
9020,Chilliwack,2006," 71,473"
9020,Chilliwack,2007," 73,845"
9020,Chilliwack,2008," 75,937"
9020,Chilliwack,2009," 77,161"
9020,Chilliwack,2010," 78,741"
9020,Chilliwack,2011," 79,654"
9020,Chilliwack,2012," 80,816"
9020,Chilliwack,2013," 81,855"
9020,Chilliwack,2014," 83,190"
9020,Chilliwack,2015," 84,977"
9020,Chilliwack,2016," 87,570"
9020,Chilliwack,2017," 89,739"
9020,Chilliwack,2018," 92,219"
9020,Chilliwack,2019," 93,680"
9020,Chilliwack,2020," 94,647"
9020,Chilliwack,2021," 95,906"
9020,Chilliwack,2022," 97,170"
9027,Harrison Hot Springs,2005,"  1,570"
9027,Harrison Hot Springs,2006,"  1,607"
9027,Harrison Hot Springs,2007,"  1,531"
9027,Harrison Hot Springs,2008,"  1,548"
9027,Harrison Hot Springs,2009,"  1,536"
9027,Harrison Hot Springs,2010,"  1,507"
9027,Harrison Hot Springs,2011,"  1,484"
9027,Harrison Hot Springs,2012,"  1,425"
9027,Harrison Hot Springs,2013,"  1,435"
9027,Harrison Hot Springs,2014,"  1,468"
9027,Harrison Hot Springs,2015,"  1,474"
9027,Harrison Hot Springs,2016,"  1,508"
9027,Harrison Hot Springs,2017,"  1,541"
9027,Harrison Hot Springs,2018,"  1,590"
9027,Harrison Hot Springs,2019,"  1,620"
9027,Harrison Hot Springs,2020,"  1,632"
9027,Harrison Hot Springs,2021,"  1,657"
9027,Harrison Hot Springs,2022,"  1,688"
9032,Kent,2005,"  5,192"
9032,Kent,2006,"  5,201"
9032,Kent,2007,"  5,180"
9032,Kent,2008,"  5,401"
9032,Kent,2009,"  5,640"
9032,Kent,2010,"  5,831"
9032,Kent,2011,"  5,760"
9032,Kent,2012,"  5,863"
9032,Kent,2013,"  5,877"
9032,Kent,2014,"  6,001"
9032,Kent,2015,"  6,044"
9032,Kent,2016,"  6,359"
9032,Kent,2017,"  6,447"
9032,Kent,2018,"  6,611"
9032,Kent,2019,"  6,606"
9032,Kent,2020,"  6,636"
9032,Kent,2021,"  6,559"
9032,Kent,2022,"  6,955"
9052,Abbotsford,2005,"127,039"
9052,Abbotsford,2006,"128,358"
9052,Abbotsford,2007,"129,856"
9052,Abbotsford,2008,"131,583"
9052,Abbotsford,2009,"133,534"
9052,Abbotsford,2010,"135,120"
9052,Abbotsford,2011,"136,789"
9052,Abbotsford,2012,"138,264"
9052,Abbotsford,2013,"140,168"
9052,Abbotsford,2014,"141,648"
9052,Abbotsford,2015,"144,366"
9052,Abbotsford,2016,"148,040"
9052,Abbotsford,2017,"151,364"
9052,Abbotsford,2018,"155,629"
9052,Abbotsford,2019,"159,756"
9052,Abbotsford,2020,"162,380"
9052,Abbotsford,2021,"164,797"
9052,Abbotsford,2022,"168,464"
9056,Mission,2005," 35,051"
9056,Mission,2006," 35,654"
9056,Mission,2007," 35,844"
9056,Mission,2008," 36,178"
9056,Mission,2009," 36,545"
9056,Mission,2010," 37,054"
9056,Mission,2011," 37,295"
9056,Mission,2012," 38,067"
9056,Mission,2013," 38,213"
9056,Mission,2014," 38,755"
9056,Mission,2015," 39,541"
9056,Mission,2016," 40,666"
9056,Mission,2017," 41,736"
9056,Mission,2018," 42,371"
9056,Mission,2019," 42,874"
9056,Mission,2020," 42,858"
9056,Mission,2021," 43,239"
9056,Mission,2022," 43,705"
9999,Unincorporated Areas - Fraser Valley,2005," 16,866"
9999,Unincorporated Areas - Fraser Valley,2006," 16,984"
9999,Unincorporated Areas - Fraser Valley,2007," 17,110"
9999,Unincorporated Areas - Fraser Valley,2008," 17,047"
9999,Unincorporated Areas - Fraser Valley,2009," 17,060"
9999,Unincorporated Areas - Fraser Valley,2010," 16,975"
9999,Unincorporated Areas - Fraser Valley,2011," 16,939"
9999,Unincorporated Areas - Fraser Valley,2012," 17,382"
9999,Unincorporated Areas - Fraser Valley,2013," 17,604"
9999,Unincorporated Areas - Fraser Valley,2014," 17,877"
9999,Unincorporated Areas - Fraser Valley,2015," 18,233"
9999,Unincorporated Areas - Fraser Valley,2016," 18,923"
9999,Unincorporated Areas - Fraser Valley,2017," 19,464"
9999,Unincorporated Areas - Fraser Valley,2018," 20,005"
9999,Unincorporated Areas - Fraser Valley,2019," 20,223"
9999,Unincorporated Areas - Fraser Valley,2020," 20,487"
9999,Unincorporated Areas - Fraser Valley,2021," 20,708"
9999,Unincorporated Areas - Fraser Valley,2022," 20,917"
